380,204,72
274,117,147
260,90,461
301,87,270
280,78,93
174,118,184
74,149,209
178,114,189
281,86,420
451,109,181
259,89,109
225,94,958
246,94,1474
218,125,365
253,92,3434
181,137,101
294,137,133
401,274,406
128,205,184
184,148,519
313,271,248
165,209,339
109,195,1108
316,111,240
351,164,519
427,205,518
428,181,61
308,269,212
159,160,397
355,87,417
289,159,397
342,69,61
319,74,482
461,129,497
353,146,188
132,168,660
205,200,469
237,192,192
260,162,185
287,293,215
106,276,283
73,266,312
218,269,345
214,256,468
258,162,396
20,119,615
432,244,343
403,208,185
300,161,186
241,189,429
251,159,709
168,215,392
210,270,562
199,208,288
196,147,227
244,142,461
261,189,287
314,161,173
300,83,597
485,137,664
428,178,372
132,165,241
77,168,242
261,251,1070
205,245,135
87,229,101
39,178,265
37,97,1019
28,85,279
105,142,563
168,136,297
133,140,298
197,136,198
298,147,132
409,173,535
439,285,1237
457,318,507
259,229,424
223,159,299
380,239,282
294,139,227
260,117,113
59,179,560
45,89,79
449,124,229
454,36,145
444,56,106
327,90,314
406,238,285
259,285,113
265,247,80
271,268,111
252,144,133
133,206,248
184,177,289
340,243,318
279,280,184
166,218,217
108,219,255
256,113,75
310,92,151
329,85,96
218,135,3425
263,187,113
261,247,527
251,199,98
381,264,188
291,107,549
53,166,331
96,198,422
3,290,276
68,280,203
31,223,240
23,207,521
49,165,157
214,270,229
91,194,375
213,199,138
300,166,105
296,194,447
209,112,3041
374,265,305
246,246,152
144,173,243
74,179,588
277,169,371
262,257,219
429,163,657
293,170,240
287,175,953
161,173,261
75,151,468
286,120,521
391,93,329
498,159,194
405,248,297
443,303,66
238,245,199
173,180,488
169,102,680
102,82,300
247,70,3066
174,129,365
73,166,161
58,70,385
36,26,417
292,160,393
257,225,129
173,143,226
255,157,353
260,249,589
394,247,718
438,95,429
364,110,194
306,51,720
154,105,356
112,128,683
80,167,525
136,205,876
40,168,591
153,192,404
224,151,270
161,154,328
