245,172,190
216,288,96
263,155,126
302,187,95
285,168,64
243,171,94
262,188,518
246,198,104
263,156,135
244,179,428
243,195,288
235,262,429
258,180,569
242,159,138
242,184,171
253,193,410
244,156,3329
277,196,184
273,203,575
150,203,480
204,243,152
263,299,496
231,434,125
173,444,222
272,266,572
255,194,1502
270,192,758
272,183,919
278,179,548
418,142,218
285,178,368
417,113,426
239,271,383
114,285,348
217,303,124
224,245,655
229,266,159
175,272,154
182,302,94
178,316,377
238,251,289
223,246,94
282,202,127
209,129,70
192,26,70
160,46,68
399,296,70
395,354,133
245,226,480
267,239,205
261,215,376
281,350,309
238,404,241
166,444,70
198,420,106
374,449,69
263,207,140
266,187,155
321,156,263
378,176,301
250,199,709
198,236,498
383,168,199
406,125,595
229,91,163
175,57,163
106,66,196
46,106,395
131,132,162
205,148,394
253,209,1110
267,259,370
401,428,110
227,308,193
336,166,73
275,228,611
219,235,222
118,285,220
94,89,67
272,222,386
173,300,281
217,301,280
242,332,173
249,333,176
194,265,246
228,335,539
158,289,109
228,338,328
220,334,342
211,330,186
187,337,633
195,177,436
403,373,1019
341,405,114
232,421,232
160,419,116
225,225,467
243,181,60
238,175,1401
96,212,886
174,190,309
258,132,75
287,182,300
242,189,2650
224,188,561
219,160,1442
234,413,434
155,431,499
391,393,412
233,201,685
235,199,2801
97,192,224
38,205,156
374,156,385
397,370,159
411,402,61
253,209,2653
243,140,3448
121,142,355
159,62,421
385,96,301
395,265,165
388,151,200
256,169,297
161,317,201
218,281,264
266,174,1893
318,276,234
252,310,371
340,322,501
434,349,641
252,144,1589
294,104,233
262,147,1664
