17,242
33,24
33,36
33,61
33,73
33,121
33,133
33,157
33,205
33,217
33,229
33,242
33,254
33,266
33,290
33,302
33,326
33,338
33,350
49,24
49,36
49,97
49,133
49,145
49,205
49,242
49,266
49,278
49,302
49,314
49,326
49,338
49,350
65,24
65,36
65,49
65,61
65,145
65,217
65,229
65,242
65,254
65,266
65,278
65,290
65,302
65,314
65,326
65,338
65,350
81,36
81,85
81,121
81,133
81,145
81,157
81,169
81,181
81,193
81,205
81,217
81,229
81,242
81,254
81,266
81,278
81,290
81,302
81,314
81,326
81,338
97,36
97,49
97,61
97,73
97,97
97,109
97,121
97,133
97,145
97,157
97,169
97,181
97,205
97,217
97,229
97,242
97,254
97,266
97,278
97,290
97,302
97,314
97,326
97,338
97,350
113,24
113,36
113,49
113,61
113,73
113,85
113,97
113,109
113,121
113,133
113,145
113,157
113,169
113,181
113,193
113,205
113,217
113,229
113,242
113,254
113,266
113,278
113,314
113,350
129,24
129,49
129,61
129,73
129,97
129,109
129,121
129,133
129,145
129,157
129,169
129,181
129,193
129,205
129,217
129,229
129,242
129,254
129,266
129,278
129,314
129,326
129,338
129,350
145,24
145,49
145,97
145,109
145,121
145,133
145,145
145,157
145,169
145,181
145,193
145,205
145,217
145,229
145,242
145,254
145,266
145,278
145,290
145,302
145,314
145,326
145,350
161,36
161,109
161,121
161,133
161,145
161,157
161,169
161,181
161,193
161,205
161,217
161,229
161,242
161,254
161,266
161,278
161,302
161,314
161,338
177,24
177,36
177,49
177,121
177,133
177,145
177,157
177,169
177,181
177,193
177,205
177,217
177,229
177,242
177,254
177,266
177,278
177,290
177,302
177,326
193,24
193,36
193,49
193,61
193,121
193,133
193,145
193,157
193,169
193,181
193,193
193,205
193,217
193,229
193,242
193,254
193,266
193,278
193,290
193,314
193,326
193,338
193,350
209,36
209,61
209,73
209,121
209,133
209,145
209,157
209,169
209,181
209,193
209,205
209,217
209,229
209,242
209,254
209,266
209,278
209,290
209,302
209,338
209,350
225,24
225,121
225,133
225,145
225,157
225,169
225,181
225,193
225,205
225,217
225,229
225,242
225,254
225,266
225,278
225,302
225,338
241,73
241,85
241,97
241,109
241,121
241,133
241,145
241,157
241,169
241,181
241,193
241,205
241,217
241,229
241,242
241,254
241,266
241,278
241,290
241,302
241,314
241,326
241,350
257,97
257,109
257,121
257,133
257,157
257,169
257,181
257,242
257,254
257,266
257,278
257,302
257,314
257,326
257,338
273,24
273,36
273,85
273,97
273,109
273,121
273,133
273,145
273,193
273,205
273,217
273,266
273,290
273,314
273,326
273,338
273,350
289,24
289,97
289,109
289,121
289,133
289,145
289,242
289,254
289,266
289,278
289,290
289,326
289,338
289,350
305,24
305,36
305,61
305,133
305,145
305,205
305,217
305,278
305,290
305,302
305,338
321,24
321,36
321,49
321,61
321,73
321,85
321,97
321,109
321,121
321,133
321,254
321,326
321,350
321,362
337,24
337,36
337,49
337,61
337,73
337,85
337,121
337,133
337,145
337,290
337,314
337,326
337,338
337,350
353,24
353,36
353,49
353,61
353,73
353,97
353,109
353,133
353,145
353,157
353,169
353,181
353,290
353,338
353,350
369,24
369,36
369,49
369,61
369,73
369,97
369,109
369,133
369,157
369,169
369,181
369,193
369,278
369,314
369,326
369,338
369,350
385,36
385,49
385,109
385,133
385,145
385,169
385,181
385,193
385,217
385,338
385,350
401,24
401,61
401,73
401,85
401,121
401,133
401,145
401,169
401,181
401,193
401,205
401,254
401,278
401,290
401,302
401,338
417,61
417,73
417,85
417,97
417,109
417,121
417,133
417,145
417,169
417,181
417,193
417,205
417,254
417,266
417,278
417,290
417,338
417,350
433,49
433,61
433,73
433,109
433,121
433,133
433,145
433,157
433,169
433,181
433,193
433,205
433,302
433,314
433,338
433,350
433,362
449,24
449,85
449,97
449,121
449,133
449,145
449,157
449,181
449,193
449,205
449,217
449,229
449,242
449,266
449,278
449,290
449,302
449,338
449,350
449,362
465,24
465,36
465,61
465,73
465,85
465,97
465,109
465,121
465,133
465,145
465,157
465,169
465,193
465,205
465,217
465,229
465,242
465,254
465,278
465,290
465,302
465,314
465,338
465,350
465,362
481,36
481,49
481,133
481,254
481,350
