277,186,243
277,165,61
303,139,117
308,169,816
304,212,399
183,138,236
258,218,177
257,199,197
269,155,127
281,132,96
203,144,63
246,139,3288
308,202,238
300,193,336
308,185,1204
303,186,1537
335,173,232
116,93,703
108,69,310
187,46,258
101,72,230
197,166,235
213,322,164
209,310,264
295,265,659
257,217,201
290,199,116
356,142,230
300,179,916
279,126,104
264,285,95
263,156,97
64,150,430
43,82,267
126,84,151
92,104,182
50,123,151
342,377,289
322,386,99
320,313,65
327,324,60
239,246,121
262,225,179
251,281,144
213,292,121
265,290,207
262,279,629
262,286,196
253,283,112
253,276,90
264,227,205
214,211,203
188,315,294
224,199,416
283,223,245
279,187,747
287,198,122
272,155,338
283,201,204
299,251,252
138,137,76
309,198,69
306,223,258
302,241,230
250,255,206
248,321,161
108,92,64
324,174,121
353,147,126
388,112,103
175,89,107
369,155,208
354,176,72
388,129,303
302,232,284
296,239,292
243,232,80
270,201,481
305,170,126
126,126,103
124,113,712
232,171,72
288,180,72
285,202,1208
193,307,978
214,246,698
287,185,783
308,173,104
316,179,808
392,181,68
390,239,174
337,273,176
318,263,568
289,185,1499
214,181,68
273,211,224
278,198,306
321,141,243
265,190,304
83,86,697
111,49,301
153,183,184
268,214,228
266,302,123
264,237,753
317,177,159
347,142,277
316,149,634
261,189,1356
277,197,679
247,120,2725
292,178,519
281,184,86
291,167,694
102,77,124
105,66,299
53,71,306
204,34,491
147,49,366
159,10,150
206,32,246
354,121,708
331,257,404
290,308,323
334,339,300
296,177,873
285,197,665
234,245,225
193,291,890
205,239,579
