228,157,170
380,115,65
376,86,105
377,116,222
287,140,220
207,173,189
201,211,93
134,273,203
135,304,179
153,187,106
354,85,232
275,150,80
191,225,1105
182,249,527
195,193,1266
206,223,1939
246,155,1579
253,289,181
288,375,211
433,334,363
268,215,547
120,324,286
62,331,147
41,249,89
67,255,184
77,342,460
66,284,282
120,349,184
423,332,343
470,262,105
456,252,966
470,261,131
439,270,757
415,280,194
449,278,360
448,163,1717
364,160,477
186,272,703
131,326,274
214,287,333
214,269,351
117,280,66
117,314,162
195,260,194
424,202,275
390,146,328
106,165,237
214,283,227
74,280,118
69,304,121
8,173,274
93,196,250
7,253,251
52,372,452
328,382,98
342,374,139
259,293,162
272,247,405
211,290,234
193,263,225
402,266,89
393,241,175
406,149,174
266,196,914
242,218,137
247,189,397
265,179,733
267,200,379
289,235,208
273,250,250
263,229,426
215,223,280
135,238,534
159,294,247
273,291,519
220,296,166
231,191,580
311,165,246
480,155,60
187,314,85
101,248,321
355,246,257
159,238,352
163,203,64
257,248,1399
217,282,400
239,226,240
211,262,349
258,355,74
191,348,74
242,224,426
312,113,179
214,108,207
259,242,140
260,318,315
360,231,65
365,208,102
281,231,281
193,267,245
101,277,177
252,218,316
240,250,72
110,321,107
259,211,460
156,337,182
295,184,73
185,127,69
65,257,393
197,284,424
245,225,172
228,157,561
206,165,86
201,223,80
239,320,169
328,313,184
217,209,859
282,197,343
233,314,108
147,244,212
82,206,359
182,204,209
200,185,69
221,166,85
327,156,75
340,254,109
359,268,800
208,180,1754
81,202,442
256,263,83
185,284,247
363,222,343
361,174,247
417,177,896
319,181,219
214,195,593
196,202,188
119,210,117
148,170,182
396,124,617
443,147,501
150,155,178
63,172,1046
42,134,674
61,74,364
159,88,770
245,110,3704
198,261,328
175,290,528
361,129,229
221,161,677
74,149,264
136,82,514
195,62,65
374,92,186
433,163,621
237,175,305
237,172,1461
267,268,361
275,313,510
403,304,365
454,284,501
148,299,439
90,284,397
78,312,329
