162,184,880
123,86,143
128,154,314
124,73,350
136,54,569
120,96,141
127,258,197
131,200,144
131,216,281
135,134,209
134,193,154
140,299,156
143,150,314
134,77,382
133,114,162
141,78,96
126,160,227
103,220,386
127,210,64
129,78,204
143,171,1587
118,107,504
124,95,449
117,87,998
211,232,156
256,246,2235
242,333,123
252,443,523
163,427,274
88,395,183
92,248,151
132,167,643
110,263,527
137,185,876
124,215,467
121,293,69
87,211,67
93,192,329
197,300,568
189,326,794
79,198,160
99,162,96
71,434,260
95,354,246
96,278,642
104,169,185
102,198,123
86,288,625
50,411,152
88,230,64
89,244,316
88,159,98
84,200,141
70,177,184
161,304,167
19,473,72
124,121,107
253,231,670
257,253,806
254,313,106
220,391,181
125,424,72
276,477,461
169,241,170
125,111,1375
120,101,1274
205,190,277
146,330,212
230,274,844
264,254,140
173,105,68
83,54,311
63,145,105
146,138,141
128,91,1396
135,175,306
124,46,74
116,92,324
124,106,154
216,164,73
117,96,116
113,114,235
111,127,78
241,462,111
88,394,150
83,329,181
110,190,172
117,257,631
118,192,303
121,120,69
128,232,151
102,412,230
79,333,147
97,324,211
127,150,210
107,83,108
133,181,411
188,451,187
247,481,222
257,430,98
226,290,390
120,129,144
128,110,145
56,85,292
122,184,747
102,97,275
108,115,464
109,191,451
149,252,221
129,201,535
123,157,77
116,155,153
21,247,146
88,93,275
105,85,111
99,106,904
79,75,152
128,116,72
203,164,1233
156,124,107
266,219,357
205,237,1216
132,131,222
92,90,744
40,255,188
70,406,808
241,391,218
57,413,122
83,435,267
61,373,364
152,363,154
238,388,250
263,397,127
154,94,188
77,99,344
83,93,1839
99,110,281
164,152,3022
130,94,160
129,71,1511
239,190,228
231,214,758
276,398,731
290,382,402
262,408,613
184,441,379
97,408,332
64,383,129
116,110,228
73,73,350
119,107,282
130,214,877
135,166,424
131,73,1837
