284,180,147
122,166,386
122,149,508
136,147,81
138,192,628
145,185,464
161,216,120
140,196,117
130,181,320
124,173,146
133,171,152
142,151,127
186,165,92
247,148,245
197,155,70
193,182,147
244,127,720
179,166,1764
162,159,2196
114,60,373
372,123,829
450,160,408
361,150,119
209,307,420
81,290,151
145,156,914
163,168,900
173,162,1129
134,107,1898
62,109,167
56,181,907
32,264,294
119,181,1331
372,105,357
403,182,125
428,354,1418
103,45,486
114,163,2443
375,105,1145
234,158,1667
143,155,818
135,150,112
167,166,327
359,127,1187
414,138,202
356,139,269
398,135,102
268,53,206
103,59,271
145,97,773
83,51,321
76,14,64
99,52,533
77,256,543
46,270,92
70,268,62
147,265,186
214,294,63
371,281,255
440,293,63
433,275,254
432,212,188
130,145,634
205,258,315
237,209,123
164,221,313
171,227,540
172,269,70
275,197,104
365,172,141
320,115,104
163,196,142
89,32,140
71,34,105
313,109,104
283,116,147
128,174,70
127,157,71
167,224,366
188,235,75
174,217,468
237,143,875
162,190,349
410,337,256
152,144,144
135,160,625
177,184,115
140,215,118
69,162,79
26,153,219
179,143,79
395,321,182
142,189,72
156,210,131
161,216,78
154,198,203
216,156,123
131,169,642
374,136,755
195,146,152
132,170,336
83,302,215
49,320,184
150,75,306
136,184,123
132,163,491
158,149,640
102,106,286
121,173,125
152,179,394
136,172,682
380,139,316
233,93,320
151,88,445
243,111,1051
184,149,104
158,146,674
337,117,128
364,117,507
441,157,193
176,54,161
119,51,560
83,273,879
224,341,433
364,328,137
459,339,460
479,339,466
429,335,875
155,155,1300
161,220,892
150,152,727
