259,167,174
277,180,141
245,146,144
248,160,64
160,153,280
322,13,64
170,178,67
265,71,150
310,44,62
345,100,148
193,109,256
236,106,150
210,174,128
149,143,176
222,142,357
184,190,325
126,122,72
121,156,414
183,181,188
259,183,141
237,107,2520
232,158,170
301,214,323
366,235,308
371,234,464
282,222,794
191,207,352
173,133,320
84,148,100
174,172,253
204,231,169
148,256,766
297,202,122
315,210,192
385,207,546
387,238,1134
255,217,173
289,239,87
189,140,411
112,135,588
36,143,576
81,152,572
243,201,200
226,215,196
206,285,63
299,303,218
212,295,62
225,321,62
114,224,303
283,334,189
149,315,125
148,296,64
201,211,187
193,204,62
141,280,300
254,111,313
201,118,366
270,116,268
405,185,360
168,159,304
49,145,312
84,186,281
30,203,98
342,333,541
331,310,94
162,333,159
209,146,280
216,198,107
202,173,327
152,158,206
158,139,306
104,137,550
270,188,661
159,137,171
130,104,169
220,54,502
154,77,62
33,117,185
372,144,189
241,101,94
131,113,130
125,136,62
104,128,123
136,92,155
152,113,62
154,100,218
239,128,260
311,164,262
364,188,587
189,196,162
69,162,257
26,145,129
277,199,102
376,227,569
246,155,213
298,272,85
130,315,160
184,299,76
286,252,267
171,252,305
133,288,229
201,145,192
221,176,76
67,244,299
148,287,141
172,251,258
238,257,222
282,241,71
391,244,73
381,213,181
293,240,327
372,268,302
279,272,395
273,248,147
182,295,215
149,155,262
56,183,189
243,127,87
133,152,84
140,155,83
133,121,70
208,159,333
241,205,156
103,298,1306
98,319,74
137,179,146
138,109,77
200,109,139
153,18,70
113,59,68
174,85,171
236,103,105
281,74,405
221,164,377
253,180,75
243,208,140
257,177,107
270,217,73
268,135,79
287,92,73
386,93,248
442,98,286
445,98,220
424,100,79
431,114,157
245,107,223
214,162,221
252,228,520
110,215,331
166,132,927
344,241,1126
131,281,244
63,323,315
364,116,344
371,81,779
233,80,93
212,111,1074
166,114,415
86,135,287
147,118,810
155,116,687
234,88,3194
212,141,276
245,190,523
166,226,306
363,211,981
317,186,489
270,165,491
188,111,790
126,102,323
124,119,261
226,73,548
399,82,380
170,43,345
210,51,936
170,133,275
110,127,220
81,203,695
51,170,321
178,223,420
118,269,495
