266,124,812
239,196,82
297,147,80
304,179,130
337,141,289
316,145,264
342,82,61
303,185,172
322,223,113
319,184,828
290,212,551
215,126,159
242,154,77
282,182,107
266,133,162
183,111,79
207,127,80
248,100,84
248,144,416
290,163,1098
268,146,1350
277,150,1014
204,170,270
284,149,484
160,204,151
120,279,522
128,304,61
277,152,1744
278,153,423
270,159,941
156,111,863
189,137,927
228,162,625
163,82,290
212,151,88
188,126,539
248,206,240
245,342,239
23,296,301
369,21,421
345,88,210
474,254,240
202,276,866
184,196,86
167,131,331
154,134,170
170,98,275
181,130,853
234,156,1364
276,225,67
277,172,67
294,215,65
273,174,227
248,163,396
303,183,268
275,169,167
285,252,99
273,229,140
302,172,100
282,189,500
287,215,234
396,206,200
434,222,1231
322,248,305
333,322,207
273,292,103
262,187,69
55,146,304
49,284,380
159,280,207
329,170,336
276,283,388
367,115,341
411,96,386
241,123,244
208,86,70
305,118,176
183,64,623
194,120,125
256,181,125
305,192,164
254,180,146
247,189,311
248,190,110
302,213,279
317,198,345
254,199,103
252,166,235
282,197,455
278,208,338
357,191,172
279,218,253
305,213,98
308,201,240
301,218,179
323,233,286
318,214,70
236,266,209
262,267,69
301,240,167
230,148,2875
285,195,885
257,181,519
143,246,506
203,252,426
341,344,310
300,332,153
261,314,109
281,301,293
250,176,307
260,85,203
286,192,100
334,91,73
199,134,1266
300,153,339
305,197,244
233,152,837
291,119,1200
220,126,221
243,163,446
256,280,545
218,237,64
276,172,1548
253,182,196
298,182,1352
308,220,383
357,136,382
241,187,94
250,106,1769
294,139,421
156,258,328
110,282,535
229,242,200
257,214,1055
223,191,277
344,180,409
272,78,361
206,48,354
213,22,354
339,48,163
295,108,326
326,130,802
277,134,382
338,145,452
323,197,1041
279,137,656
