251,129,158
276,108,100
257,147,62
357,67,166
287,43,165
276,143,599
294,125,178
294,104,113
286,88,126
288,150,123
291,161,89
299,126,209
289,54,102
301,123,66
333,113,66
352,60,115
326,98,152
364,112,74
333,115,744
414,248,177
235,297,433
110,272,110
191,19,409
338,106,416
246,215,261
145,232,359
497,273,163
415,257,107
496,134,71
454,109,166
183,30,203
75,20,569
93,16,129
162,6,196
42,267,343
121,264,67
193,209,635
233,214,363
420,251,114
411,325,446
407,293,68
398,263,68
407,294,68
375,329,103
394,267,69
263,119,71
236,189,269
254,172,1242
227,204,298
131,137,200
83,139,645
219,283,327
257,124,2005
320,148,215
310,128,71
460,242,393
311,98,70
318,113,1103
340,113,71
470,262,328
161,286,983
43,244,218
117,154,359
241,135,177
306,92,495
177,46,138
128,18,546
78,21,243
285,82,178
321,97,71
326,125,668
327,101,854
218,140,321
268,99,371
324,117,207
330,82,321
272,109,123
283,81,239
300,184,276
248,282,433
286,150,152
91,327,249
285,120,161
220,267,197
315,108,129
312,59,110
341,41,89
346,27,128
284,162,256
326,80,87
312,62,129
84,249,222
113,69,220
106,150,203
284,79,201
341,8,86
336,28,87
222,108,524
260,41,81
276,80,82
284,108,234
270,162,862
233,259,482
426,261,1486
345,232,399
63,324,246
139,304,344
431,256,248
276,134,237
391,225,774
285,150,2770
212,127,1562
264,108,1220
247,141,943
273,171,493
389,250,888
141,301,416
17,307,329
226,108,226
277,98,1625
267,110,1160
263,173,747
241,65,2711
291,56,1227
424,199,446
127,269,238
90,240,549
133,213,411
180,188,102
291,138,1708
279,55,713
250,19,440
307,62,1993
316,69,413
300,50,830
