237,56,82
166,106,443
146,75,97
298,38,132
312,70,66
151,8,76
219,37,131
401,13,103
333,3,135
272,46,83
245,27,142
222,141,197
163,182,283
237,114,62
230,131,398
222,162,62
248,60,1124
223,118,734
331,124,513
445,122,93
434,113,862
147,63,355
105,43,932
94,22,196
58,2,331
149,36,167
338,83,259
435,107,414
471,119,1746
183,136,105
86,199,257
178,209,96
101,61,73
137,194,73
57,139,231
109,144,361
47,103,196
166,181,426
31,210,140
99,178,68
78,200,66
76,199,99
29,169,334
5,96,199
227,185,524
254,216,362
307,212,66
281,40,414
257,118,368
214,121,825
335,142,481
465,73,277
471,168,319
247,169,105
98,127,144
63,110,393
165,92,621
215,90,1839
329,114,366
216,131,203
192,125,1250
170,119,269
196,132,276
242,148,382
245,109,422
213,74,304
148,115,209
188,154,205
308,88,152
146,123,196
169,80,196
92,84,83
178,83,164
231,82,74
163,94,76
47,43,231
305,88,118
211,131,88
211,127,259
256,161,318
332,64,71
158,136,190
151,124,235
263,155,158
49,181,77
27,18,310
212,48,147
168,86,112
177,69,75
228,147,217
161,174,280
130,178,563
177,175,285
273,172,218
348,173,632
155,143,249
250,144,414
368,119,335
203,111,617
142,132,272
264,137,376
372,165,413
169,90,70
209,61,106
398,163,113
202,57,2413
250,161,186
162,140,1090
144,174,279
76,104,969
235,76,927
371,128,1068
235,150,261
147,160,661
131,107,549
263,119,293
210,136,363
218,114,1825
237,8,2049
189,116,1364
132,67,127
127,47,188
60,23,225
290,48,322
330,72,256
408,24,447
355,98,153
358,88,289
411,84,130
146,50,99
145,71,246
98,111,1690
85,46,1435
139,34,1018
149,18,1048
